source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Oregon DOT,,8772,06/28/2011 09:26:00 AM,,"OR 131, milepost 2.2",,"OR 131, milepost 2.2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8772.0,United States,US,Oregon,4935.0,Tillamook,8.31703,07/08/2016 04:43:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9488,45.4385
Oregon DOT,,8697,01/24/2012 01:40:00 PM,,"OR 36, milepost 25",,"OR 36, milepost 25",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8697.0,United States,US,Oregon,4561.0,Veneta,21.83553,07/08/2016 01:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5777,44.1579
Oregon DOT,,8140,12/07/2015 10:14:00 AM,,"US 101, milepost 57",,"US 101, milepost 57",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8140.0,United States,US,Oregon,1286.0,Bay City,4.14954,07/01/2016 03:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8923,45.5599
Oregon DOT,,8353,03/05/2014 05:35:00 PM,,"OR 34, milepost 29",,"OR 34, milepost 29",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8353.0,United States,US,Oregon,2033.0,Waldport,29.34179,07/06/2016 02:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.7092,44.3695
irontontribune,http://www.irontontribune.com/news/2010/may/12/landslide-closes-road-lake-vesuvius-beach/,1855,05/10/2010 12:00:00 AM,,"Beach access road, Lave Vesuvius Recreation Area, Ironton, OH","Heavy rains are being blamed for a landslide in the Wayne National Forest Lake Vesuvius Recreation Area causing the closure of the beach access road. The road has become unsafe due to a 150-foot landslide that’s eroded the foundation underneath the road.  The beach remains open but visitors can park at the Longbow Archery Trail or the boat launch and walk 1.5 miles to the beach area. Boaters can still access from Lake Vesuvius.  “This landslide hit exactly where last year’s July windstorm caused a blowdown on the beach road”, says Ironton District Ranger Tim Slone. The slide is located 100-feet from the east end of the beach and is also blocking the Lakeshore Hiking Trail. “We’ve already re-located the Lakeshore Trail around the slide. Unfortunately the public will not be able to drive to the beach until the slip is fixed.”","Beach access road, Lave Vesuvius Recreation Area, Ironton, OH",1km,landslide,downpour,medium,unknown,0.0,,,,,glc,1855.0,United States,US,Ohio,11129.0,Ironton,10.40449,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.6276,38.6198
Oregon DOT,,8371,02/17/2014 08:59:00 AM,,"OR 38, milepost 7.5",,"OR 38, milepost 7.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8371.0,United States,US,Oregon,4154.0,Reedsport,10.59713,07/06/2016 03:04:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9669,43.6878
pittsburghlive,http://www.pittsburghlive.com/x/valleynewsdispatch/s_738816.html,3502,05/17/2011 12:00:00 AM,,"Saxonburg blvd. Just north of Bakerstown rd., West Deer, PA ","In West Deer, only one lane of Saxonburg Boulevard is open just north of Bakerstown Road.  PennDOT is working to secure emergency funding to repair the road, Struzzi said. It is not yet known how much the work will cost or when it will occur.","Saxonburg blvd. Just north of Bakerstown rd., West Deer, PA ",1km,landslide,downpour,small,unknown,0.0,,,,,glc,3502.0,United States,US,Pennsylvania,1064.0,Curtisville,2.01507,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-79.8375,40.6573
The News Tribune,http://www.thenewstribune.com/2014/03/30/3125147/landslide-skirts-dash-point-beach.html?sp=/99/296/#http://www.thenewstribune.com/2014/03/30/3125147/landslide-skirts-dash-point-beach.html?sp=/99/296/,5976,03/29/2014 06:00:00 PM,,Whitman St NE Slide near Dash Point,"The slide near Dash Point is about 50 feet wide and 150 feet long down a steep bluff, with the houses underneath located past the end of Whitman Street Northeast.Crews arrived to the Dash Point slide about 7:20 p.m. Saturday, after reports of trees snapping and other noise in the area.  ","1401-4245 Whitman St NE Tacoma, WA 98422",1km,landslide,unknown,unknown,unknown,0.0,0.0,,,,glc,5976.0,United States,US,Washington,198397.0,Tacoma,7.2639,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4292,47.3174
www.krem.com,http://www.krem.com/news/local/222575651.html,5454,09/05/2013 09:00:00 AM,,"Scotts Valley Rd, Nine Mile Falls, Wa",A small mudslide developed in Stevens County Thursday afternoon along Highway 291 and Scotts Valley Road. It was most likely cause by the heavy rain Wednesday night. The mudslide blocked a stretch of Scotts Valley Road. A state trooper said the mud slide down the hill and piled up to six inches high. People who live on Scotts Valley Road said mudslides happen every time there is heavy rain fall and the county does not do anything about it. Neighbors said the mudslide comes with the threat of car and motorcycle accidents. Stevens County said that because not many people live there they cannot afford to change the road.They said on any given day only 45 people travel down the unpaved road. The County said they do maintenance on the road so mudslides do not happen every time it rains.   A County Engineer said the road is up to code for normal storms but there is not enough money in the budget to prepare every road in the county for the worst of storms. Clean up efforts took about two hour,"Scotts Valley Rd, Nine Mile Falls, Wa",1km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5454.0,United States,US,Washington,3652.0,Deer Park,17.18941,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.6865,47.8907
Twin Cities,http://www.twincities.com/localnews/ci_26003927/flooding-causes-mudslides-st-paul-mendota-heights-minneapolis,6080,06/20/2014 09:00:00 AM,,"St. Paul, Minnesota","A few miles away Friday morning, another landslide closed part of Indian Mounds Regional Park in St. Paul. About 25 feet of bluff gave way at the park overlooking the Mississippi River bluffs near Mounds Boulevard, said Brad Meyer, spokesman for the city Parks and Recreation Department. The city closed that area of the park, but the rest of the park remained open. Meanwhile, flooding closed several St. Paul parks, and Meyer said crews were assessing the danger at other parks.","St. Paul, Minnesota",exact,mudslide,rain,small,unknown,0.0,0.0,,,,glc,6080.0,United States,US,Minnesota,285068.0,Saint Paul,2.99793,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-93.0553,44.9459
heraldnet,http://www.heraldnet.com/article/20101213/BLOG22/101219905,2849,12/13/2010 04:00:00 AM,,"South tip of Hat(Gedney) Island, WA","Fresh dirt and torn up plants could be seen Monday morning on the southern tip of Hat Island.  There are about 260 homes on Hat Island, a small, privately owned area west of Everett.  Nobody lives on the southern part of the island, and the landslide didn't cause any damage, said Chuck Motson, island manager.  “Three of four days after a big rain, we usually end up with landslides in residential areas,” he said. “We are ready.”","South tip of Hat(Gedney) Island, WA",1km,landslide,downpour,small,unknown,0.0,,,,,glc,2849.0,United States,US,Washington,1609.0,Tulalip Bay,3.27094,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3101,48.0079
kesq,http://www.kesq.com/Global/story.asp?S=12044433,1525,02/25/2010 06:45:00 AM,,"state Route 243 south of Banning, CA","A small mud slide blocked lanes today on state Route 243 south of Banning, the California Highway Patrol reported. The slide was reported around 6:45 a.m. on the highway about one mile south of Banning, leaving lanes covered by rocks, boulders and mud, according to the CHP. Most of the debris was moved to the side of the roadway by 7 a.m., the CHP reported, and Caltrans was responding to clean up the rest of the mess.","state Route 243 south of Banning, CA",5km,other,rain,small,unknown,0.0,,,,,glc,1525.0,United States,US,California,29603.0,Banning,2.18534,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-116.8721,33.9062
Oregon DOT,,8808,03/06/2011 04:39:00 PM,,"US 26, milepost 73.4",,"US 26, milepost 73.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8808.0,United States,US,Oregon,583776.0,Portland,2.07659,07/08/2016 05:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7002,45.5154
seattletimes.com,http://seattletimes.com/html/localnews/2018700019_apwatraintracklandslide.html,4462,07/14/2012 12:00:00 AM,,"Colombia River Gorge, Pasco, WA",Railroad crews have reopened a section of track in the Colombia River Gorge near Pasco that was hit by a mudslide Saturday during a thunderstorm with heavy rain.,"Colombia River Gorge, Pasco, WA",25km,landslide,rain,medium,unknown,,,,,,glc,4462.0,United States,US,Oregon,7167.0,Hood River,9.34191,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.6406,45.7153
Oregon DOT,,8643,03/16/2012 06:53:00 AM,,"OR 224, milepost 46.5",,"OR 224, milepost 46.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8643.0,United States,US,Oregon,4864.0,Mount Hood Village,28.36315,07/07/2016 05:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0692,45.108
2.pasadenastarnews,http://www2.pasadenastarnews.com/news/ci_9358910,550,05/23/2008 12:00:00 AM,,"Sierra Madre, CA","blocked several roads, officials encouraged residents to evacuate","Sierra Madre, CA",5km,mudslide,downpour,small,unknown,,,,,,glc,550.0,United States,US,California,10917.0,Sierra Madre,1.53004,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.0459,34.1742
NBC 4 news,http://www.nbc4.com/news/11186871/detail.html,34,03/02/2007 11:00:00 PM,,"Kings Mountain Rd., Woodbridge, VA","1/2 acre wide, 10 feet deep & growing","Kings Mountain Rd., Woodbridge, VA",1km,landslide,rain,small,unknown,,,,,,glc,34.0,United States,US,Virginia,16000.0,Cherry Hill,3.40765,01/07/2016 08:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-77.2682,38.6009
Oregon DOT,,8401,01/01/2014 12:33:00 PM,,"OR 3, milepost 2",,"OR 3, milepost 2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8401.0,United States,US,Oregon,1251.0,Asotin,43.6306,07/06/2016 03:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.262,45.976
Fox 40,http://fox40.com/2016/03/13/mudslide-boulder-block-placerville-mans-driveway/,9414,03/13/2016 12:00:00 AM,,Peavine Ridge Road,"Elsewhere, heavy rains have caused other mudslides to close roads including Peavine Ridge Road east of Pollock Pines",Peavine Ridge Road,5km,mudslide,downpour,small,above_road,0.0,0.0,,,,glc,9414.0,United States,US,California,6871.0,Pollock Pines,15.11697,08/05/2016 01:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.4218,38.7987
Oregon DOT,,7992,02/03/2016 06:36:00 PM,,"US 30, milepost 38",,"US 30, milepost 38",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,7992.0,United States,US,Oregon,2344.0,Kalama,3.56203,06/30/2016 04:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.8697,45.9816
KOMO,http://www.komonews.com/news/local/5th-landslide-closes-tracks-north-of-Seattle-296508601.html?tab=video&c=y,6878,03/16/2015 02:30:00 PM,,BNSF north of Carkeek Park,A fifth landslide that hit Monday afternoon closed the train tracks north of Seattle only hours after they’d re-opened to freight trains.,BNSF north of Carkeek Park,5km,landslide,rain,small,above_road,0.0,0.0,,,,glc,6878.0,United States,US,Washington,53007.0,Shoreline,5.91515,04/01/2015 08:58:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.376,47.7166
13wham,http://www.13wham.com/news/local/story/Honeoye-Homes-Damaged-By-Flash-Flooding/hjuewa7ZLUCjeJNzj1-MCA.cspx,2065,07/13/2010 12:00:00 AM,,"West Lake rd (CR 36), Honeoye lake, Honeoye, NY","Honeoye, NY-  The storm hit Tuesday but two days later, Cathy Crane is still digging out from the mudslide in her yard.    The heavy rains also washed mud and debris on the roads, closing West Lake Road in Honeoye for a short time.","West Lake rd (CR 36), Honeoye lake, Honeoye, NY",10km,other,downpour,medium,unknown,0.0,,,,,glc,2065.0,United States,US,New York,1041.0,Naples,14.77042,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-77.5191,42.7167
www.weather.com,http://www.weather.com/news/flash-flooding-mudslides-colorado-storm-20130719,5132,07/18/2013 12:00:00 AM,,"U.S. 24 Two Miles East Of Minturn, Western Co","In western Colorado, in addition to the slide on I-70, a mudslide closed U.S. 24 two miles east of Minturn. Mudslides also were reported in the Marble and Redstone areas. The National Weather Service estimates some parts of western Colorado got two inches of rain.","U.S. 24 Two Miles East Of Minturn, Western Co",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,5132.0,United States,US,Colorado,1027.0,Minturn,3.19723,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-106.4031,39.5672
Sky-Hi News,http://www.skyhidailynews.com/news/13393638-113/county-landfill-state-curran,6253,06/01/2007 12:00:00 AM,,Granby landfill,"All in all, the county has spent over $7 million on the landfill since 2007, including $5 million for a landfill stabilization analysis, said Scott Berger, county finance director.",Granby landfill,5km,landslide,unknown,medium,other,0.0,0.0,,http://www.skyhidailynews.com/csp/mediapool/sites/dt.common.streams.StreamServer.cls?STREAMOID=2Z0nZg9$p3XDrTVOd85vSM$daE2N3K4ZzOUsqbU5sYsHtB7biDFCte8JuVZKP3ohWCsjLu883Ygn4B49Lvm9bPe2QeMKQdVeZmXF$9l$4uCZ8QDXhaHEp3rvzXRJFdy0KqPHLoMevcTLo3h8xh70Y6N_U_CryOsw6FTOdKL_jpQ-&CONTENTTYPE=image/jpeg,,glc,6253.0,United States,US,Colorado,1864.0,Granby,5.53226,10/17/2014 07:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-105.8752,40.0929
USGS,http://landslides.usgs.gov/recent/archives/1997seattle.php,7828,01/01/1997 12:00:00 AM,,Magnolia Area,,Magnolia Area,1km,mudslide,downpour,small,unknown,0.0,0.0,,,,glc,7828.0,United States,US,Washington,608660.0,Seattle,4.9532,06/23/2016 06:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3811,47.636
East Bay Times Breaking News,http://www.eastbaytimes.com/breaking-news/ci_29064226/livermore-patterson-pass-reopens-after-mudslide-tesla-road,8897,11/02/2015 12:00:00 AM,,"Tesla Rd, Livermore, CA","Crews worked late into the night on Monday and managed to clear one Livermore road affected by mudslides but another route remained closed Tuesday, according to an Alameda County Public Works supervisor.  Patterson Pass Road reopened to traffic, but Tesla Road was still closed as crews removed mudslide debris, said Field Maintenance Supervisor David Luera said Tuesday.  Monday's rains soaked the area and a mudslide was first reported on Patterson Pass Road about 3:25 p.m., near Cross Road, according to the California Highway Patrol.  Tesla Road was later closed because of several mudslides and traffic was detoured back to Interstate 580, Luera said.","Tesla Rd, Livermore, CA",1km,landslide,unknown,medium,above_road,0.0,0.0,,,,glc,8897.0,United States,US,California,80968.0,Livermore,0.06198,07/11/2016 06:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.7675,37.6815
marinij,http://www.marinij.com/westmarin/ci_17690937,3272,03/24/2011 12:00:00 AM,,"Alexander ave., San Rafael, CA","There was a mudslide between two homes on Belvedere and Richardson drives in Strawberry, but Southern Marin fire officials called it minor. Another slide occurred along Alexander Avenue in San Rafael. County officials said no creeks went over their banks, but there was plenty of damage in unincorporated areas.  The Shoreline Unified School District closed schools due to storm-related road conditions, but other school districts remained open.  The eastbound lane on Sir Francis Drake Boulevard on Olema Hill near the town of Olema slumped and dipped as dirt washed out from under the roadway.  There were multiple slides along Paradise Drive on the Tiburon Peninsula, including a pair near Paradise Park and the Romberg Center.","Alexander ave., San Rafael, CA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3272.0,United States,US,California,12336.0,San Anselmo,1.30874,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.547,37.9768
